Symbol,Name,Date Public,Founded,MarketValue,PQ1EarningsDate,PQ1Variance,-10 Before Earnings,+10 Since Earnings,+20 Since Earnings,+30 Since Earnings,P/Q-2 Earnings Date,P/Q-2Variance,-10 Before Earnings,+10 Since Earnings,+20 Since Earnings,+30 Since Earnings,P/Q-3 Earnings Date,P/Q-3Variance,-10 Before Earnings,+10 Since Earnings,+20 Since Earnings,+30 Since Earnings,P/Q-4 Earnings Date,P/Q-4 % Variance,-10 Before Earnings,+10 Since Earnings,+20 Since Earnings,+30 Since Earnings,P/Q-5 Earnings Date,P/Q-5 % Variance,-10 Before Earnings,+10 Since Earnings,+20 Since Earnings,+30 Since Earnings,P/Q-6 Earnings Date,P/Q-6 % Variance,-10 Before Earnings,+10 Since Earnings,+20 Since Earnings,+30 Since Earnings
CINF,Cincinnati Financial Corporation,11/05/1984,1968,"14,736.1",2/6/2020,10%,0.35%,-1.20%,-0.98%,-7.77%,10/25/2019,22%,-3.26%,-5.08%,-3.37%,-0.46%,7/31/2019,32%,-2.89%,4.19%,2.13%,-2.37%,4/25/2019,21%,1.36%,3.47%,5.92%,1.49%,2/7/2019,17%,-0.79%,-1.17%,-0.22%,-1.57%,10/26/2018,15%,-0.89%,1.62%,2.02%,0.23%
LH,Laboratory Corporation of America Holdings, 7/07/1988,1971,"14,694.3",2/13/2020,2%,0.88%,2.33%,-4.95%,0.00%,10/24/2019,2%,-0.72%,-1.66%,1.67%,-0.32%,7/25/2019,0%,1.23%,-2.14%,2.56%,1.03%,4/30/2019,3%,-2.53%,5.74%,2.04%,-1.94%,2/7/2019,1%,0.31%,-2.45%,0.16%,3.59%,10/24/2018,-4%,2.66%,4.19%,-0.33%,-11.11%
MTB,M&T Bank Corporation,11/05/1984,1856,"14,654.4",1/23/2020,4%,-5.09%,-0.23%,-1.35%,-14.97%,10/17/2019,-3%,2.54%,1.55%,2.15%,-0.54%,7/18/2019,-10%,-0.23%,-2.97%,-3.66%,-0.98%,4/15/2019,2%,4.12%,2.48%,-0.73%,3.08%,1/17/2019,8%,2.26%,-2.22%,2.34%,-0.40%,10/17/2018,6%,0.05%,5.67%,0.09%,0.66%
PEAK,"Healthpeak Properties, Inc.", 5/23/1985,1985,"14,586.2",2/12/2020,30%,-2.89%,1.00%,-6.74%,14.89%,10/31/2019,-272%,-1.79%,-11.70%,1.08%,-8.50%,8/1/2019,-122%,-1.80%,8.19%,-1.47%,-5.82%,5/2/2019,-29%,-0.23%,4.50%,4.83%,-3.79%,2/14/2019,269%,-3.29%,-3.56%,1.68%,0.13%,10/31/2018,85%,11.01%,3.46%,-0.20%,5.45%
VMC,Vulcan Materials Company,11/05/1984,1909,"14,533.0",2/18/2020,-8%,-1.16%,4.21%,-14.30%,0.00%,11/6/2019,-1%,-5.92%,0.71%,1.86%,-4.40%,7/25/2019,1%,-0.49%,5.73%,3.31%,-0.80%,5/2/2019,30%,0.39%,2.22%,0.02%,1.07%,2/14/2019,12%,2.07%,-1.90%,-0.71%,4.74%,10/30/2018,2%,-11.36%,4.44%,1.98%,-5.18%
CDW,CDW Corp., 6/27/2013,1984,"14,462.8",2/6/2020,6%,-0.85%,-0.39%,-5.87%,-9.21%,10/31/2019,8%,1.08%,1.79%,0.14%,1.06%,7/31/2019,5%,-1.00%,-2.35%,-0.19%,-1.97%,5/1/2019,12%,-3.75%,-0.71%,0.58%,-0.27%,2/7/2019,9%,1.37%,1.80%,-1.93%,2.12%,10/31/2018,6%,-0.47%,-2.93%,4.52%,-0.13%
MAA,"Mid-America Apartment Communities, Inc.", 1/28/1994,1994,"14,398.2",1/30/2020,79%,3.89%,1.97%,1.78%,6.57%,10/31/2019,-9%,0.58%,-3.68%,-1.98%,-5.08%,8/1/2019,-9%,-2.38%,5.77%,-0.06%,-2.86%,5/2/2019,28%,1.94%,4.78%,4.92%,-1.92%,1/31/2019,27%,3.51%,0.67%,-2.71%,4.12%,11/1/2018,17%,3.09%,1.00%,3.64%,1.12%
DHI,"D.R. Horton, Inc.", 6/05/1992,1978,"14,398.1",1/27/2020,27%,9.19%,-0.36%,1.01%,-4.47%,11/12/2019,8%,-0.06%,0.42%,0.83%,-7.90%,7/30/2019,19%,-2.93%,5.81%,3.96%,-3.60%,4/25/2019,8%,5.82%,-0.02%,1.58%,2.59%,1/25/2019,-3%,-5.40%,-0.64%,4.79%,1.15%,11/8/2018,1%,3.30%,10.80%,0.00%,3.02%
GWW,"W.W. Grainger, Inc.",11/05/1984,1927,"14,273.6",1/30/2020,-3%,-3.51%,-5.16%,2.99%,4.94%,10/23/2019,-3%,9.48%,0.42%,-3.97%,1.50%,7/24/2019,0%,3.58%,-5.32%,-1.37%,-1.12%,4/22/2019,2%,-2.73%,-4.96%,-0.05%,0.75%,1/24/2019,10%,3.93%,3.38%,-0.26%,-4.40%,10/16/2018,5%,-4.73%,5.63%,2.92%,4.40%
FTNT,"Fortinet, Inc.",11/18/2009,2000,"14,256.6",2/7/2020,8%,1.22%,-4.24%,-4.89%,-5.16%,11/1/2019,20%,2.01%,10.81%,2.39%,0.67%,8/2/2019,15%,-7.26%,-4.98%,-3.08%,-2.02%,5/3/2019,19%,-1.53%,-1.10%,-11.76%,1.62%,2/7/2019,14%,10.08%,6.03%,-5.37%,3.86%,11/2/2018,16%,3.47%,0.55%,0.23%,1.96%
ODFL,"Old Dominion Freight Line, Inc.",10/24/1991,1934,"14,180.5",2/6/2020,1%,1.59%,2.31%,-0.03%,-10.34%,10/24/2019,-3%,7.68%,3.15%,-2.74%,-4.69%,7/25/2019,3%,14.10%,5.65%,-1.92%,-1.98%,4/25/2019,5%,3.79%,-2.13%,-2.88%,-4.47%,2/7/2019,11%,2.61%,2.87%,-4.35%,-1.74%,10/25/2018,7%,-6.48%,6.74%,-0.28%,0.22%
SWKS,"Skyworks Solutions, Inc.",11/05/1984,1962,"14,122.9",1/24/2020,1%,5.00%,-7.89%,0.53%,-5.62%,11/13/2019,1%,9.47%,-3.56%,11.38%,7.88%,8/8/2019,0%,-3.00%,-3.74%,1.89%,-0.23%,5/3/2019,3%,-1.03%,-16.84%,-1.01%,2.86%,1/9/2019,-4%,-5.59%,1.29%,13.96%,-2.28%,11/9/2018,1%,-1.98%,-3.75%,-2.17%,4.15%
AMP,"Ameriprise Financial, Inc.", 9/15/2005,1894,"13,968.5",1/30/2020,-2%,-1.16%,1.76%,-8.69%,-10.69%,10/24/2019,4%,5.58%,2.82%,-0.48%,2.85%,7/25/2019,1%,1.18%,-6.06%,-4.28%,2.85%,4/25/2019,3%,3.81%,0.31%,2.65%,1.86%,1/31/2019,-5%,1.56%,-1.21%,1.75%,-2.69%,10/24/2018,2%,-6.42%,-0.22%,1.11%,-5.78%
CTXS,"Citrix Systems, Inc.",12/08/1995,1989,"13,908.5",1/23/2020,1%,3.40%,-5.55%,-4.88%,12.38%,10/24/2019,22%,4.37%,-0.43%,2.16%,-3.80%,7/25/2019,-9%,0.14%,-0.66%,1.05%,-0.42%,4/25/2019,7%,-2.59%,-0.82%,-0.16%,-1.25%,1/24/2019,4%,2.05%,0.70%,-3.27%,-3.28%,10/25/2018,12%,0.47%,1.05%,5.79%,1.44%
LEN,Lennar Corporation Class A,11/05/1984,1954,"13,901.4",1/8/2020,12%,0.26%,14.57%,0.63%,3.82%,10/2/2019,21%,7.49%,2.20%,-3.53%,-3.09%,6/25/2019,13%,-4.21%,-2.29%,-4.36%,11.08%,3/27/2019,-2%,1.78%,-4.70%,0.11%,2.27%,1/9/2019,25%,3.41%,-5.23%,0.44%,5.46%,10/3/2018,16%,-9.95%,-2.97%,3.27%,-3.03%
CAH,"Cardinal Health, Inc.",11/05/1984,1971,"13,894.8",2/6/2020,24%,-5.23%,2.66%,-3.35%,-7.12%,11/7/2019,16%,0.41%,3.02%,-2.03%,-7.46%,8/8/2019,20%,0.00%,0.13%,1.87%,5.34%,5/9/2019,11%,8.33%,-6.86%,-6.44%,-0.27%,2/7/2019,19%,0.39%,-2.13%,-11.44%,0.23%,11/8/2018,20%,2.25%,0.36%,0.01%,-7.82%
AKAM,"Akamai Technologies, Inc.",10/29/1999,1998,"13,878.1",2/12/2020,9%,-0.94%,3.47%,6.24%,7.10%,10/29/2019,10%,-2.88%,-5.52%,3.04%,-5.57%,7/31/2019,7%,0.48%,-0.05%,3.13%,-1.12%,5/1/2019,8%,3.05%,-3.14%,2.36%,-0.68%,2/13/2019,7%,3.98%,-2.35%,3.49%,-2.07%,10/30/2018,13%,1.87%,-6.23%,-0.33%,-0.02%
OMC,Omnicom Group Inc,11/05/1984,1944,"13,643.2",2/11/2020,2%,-3.29%,0.79%,-2.15%,1.11%,10/15/2019,1%,-3.73%,0.52%,0.55%,-1.42%,7/17/2019,5%,-0.83%,-1.55%,-0.74%,-2.26%,4/16/2019,9%,3.01%,-3.37%,2.54%,0.08%,2/12/2019,7%,-5.84%,-0.17%,-1.10%,-2.37%,10/16/2018,3%,8.03%,5.10%,0.22%,0.85%
ANET,"Arista Networks, Inc.", 6/06/2014,2004,"13,518.4",2/14/2020,9%,-0.33%,-3.58%,-10.09%,0.00%,11/1/2019,12%,-0.09%,2.10%,0.31%,0.33%,8/2/2019,11%,0.15%,-8.11%,1.21%,5.12%,5/3/2019,12%,-5.84%,-7.38%,0.44%,-6.53%,2/15/2019,9%,10.46%,7.02%,4.16%,5.16%,11/2/2018,14%,4.42%,-7.81%,-0.15%,-4.37%
EVRG,"Evergy, Inc.",11/05/1984,2017,"13,393.3",3/2/2020,3%,3.44%,-14.84%,0.00%,0.00%,11/7/2019,0%,-3.29%,2.36%,-4.05%,-0.20%,8/8/2019,4%,4.93%,5.55%,-3.70%,3.13%,5/9/2019,8%,1.66%,5.97%,-0.20%,-0.95%,2/22/2019,-66%,2.93%,2.16%,2.27%,-4.51%,11/8/2018,6%,-6.14%,8.93%,2.72%,3.66%
PAYC,"Paycom Software, Inc.", 4/15/2014,1998,"13,335.7",2/6/2020,11%,5.88%,3.48%,-0.08%,-15.35%,10/30/2019,4%,-6.75%,4.76%,21.34%,-9.53%,7/31/2019,8%,-5.04%,1.04%,7.25%,-20.37%,5/1/2019,7%,5.11%,3.77%,4.44%,0.82%,2/6/2019,10%,11.06%,4.07%,-0.64%,4.31%,10/31/2018,1%,-0.25%,-1.66%,5.48%,4.36%
TTWO,"Take-Two Interactive Software, Inc.", 4/15/1997,1993,"13,227.5",2/7/2020,-5%,-1.71%,3.32%,15.71%,2.41%,11/8/2019,13%,-8.58%,1.50%,-0.45%,-0.62%,8/6/2019,493%,3.63%,4.72%,-0.36%,-4.65%,5/14/2019,4%,7.37%,5.14%,-2.04%,1.89%,2/6/2019,4%,-3.93%,-7.05%,1.80%,8.57%,11/8/2018,13%,7.46%,-5.30%,-0.56%,5.10%
BKR,Baker Hughes Company Class A, 4/03/1987,1987,"13,123.8",1/22/2020,-14%,-13.30%,-4.12%,-6.67%,-7.67%,10/30/2019,-11%,-3.24%,-1.54%,2.14%,4.84%,7/31/2019,6%,1.43%,-8.76%,-3.44%,0.33%,4/30/2019,14%,-2.83%,-3.63%,-0.79%,-0.87%,1/31/2019,-1%,1.22%,7.13%,3.49%,2.45%,10/30/2018,-8%,-9.52%,-14.29%,-4.54%,-0.61%
IP,International Paper Company,11/05/1984,1898,"13,112.7",1/30/2020,7%,-2.11%,0.12%,-2.83%,-0.43%,10/31/2019,10%,-0.11%,2.14%,0.29%,-0.91%,7/25/2019,15%,1.30%,-8.83%,-4.67%,-0.48%,4/25/2019,22%,-7.74%,2.24%,-3.54%,1.74%,1/31/2019,4%,3.04%,-3.61%,-2.76%,-1.90%,10/25/2018,7%,-4.16%,3.52%,1.72%,-1.65%
DOV,Dover Corporation,11/05/1984,1947,"13,097.8",1/30/2020,6%,-0.38%,-2.32%,-1.96%,-2.58%,10/17/2019,6%,-1.75%,1.12%,2.59%,1.01%,7/18/2019,2%,-7.03%,-1.58%,-2.25%,0.87%,4/18/2019,12%,-0.24%,0.24%,-2.17%,0.55%,1/29/2019,11%,-0.07%,0.41%,-1.07%,-0.02%,10/18/2018,6%,-2.80%,0.94%,3.52%,-2.47%
EXR,Extra Space Storage Inc., 8/12/2004,2004,"13,090.2",2/19/2020,5%,1.42%,9.68%,-12.03%,0.00%,10/30/2019,4%,-3.42%,-6.58%,-1.26%,-4.11%,7/31/2019,10%,0.14%,9.51%,0.81%,-7.60%,5/1/2019,7%,0.58%,2.82%,1.30%,-1.52%,2/21/2019,6%,-4.02%,5.91%,0.31%,-0.60%,10/31/2018,50%,9.37%,3.42%,0.10%,8.04%
MXIM,"Maxim Integrated Products, Inc.", 2/29/1988,1983,"13,081.8",1/29/2020,5%,0.74%,1.48%,-1.37%,-3.39%,10/30/2019,6%,-1.18%,-2.33%,-4.05%,3.25%,7/31/2019,0%,3.93%,-7.23%,-0.72%,9.01%,5/1/2019,0%,0.26%,-6.19%,-0.90%,5.18%,1/30/2019,-3%,5.22%,-0.93%,-3.20%,-3.74%,10/31/2018,0%,-1.54%,3.50%,5.66%,0.31%
MKTX,MarketAxess Holdings Inc.,11/05/2004,2000,"13,009.9",1/29/2020,2%,-2.05%,-8.00%,11.18%,11.02%,10/23/2019,2%,-5.37%,-0.76%,15.10%,-6.17%,7/24/2019,-4%,6.31%,8.86%,10.00%,4.00%,4/24/2019,1%,0.27%,7.83%,4.82%,12.04%,1/30/2019,5%,0.52%,5.80%,5.52%,-5.84%,10/24/2018,9%,7.01%,-6.32%,8.96%,5.13%
XYL,Xylem Inc.,10/13/2011,2011,"12,997.7",2/6/2020,0%,6.11%,6.65%,2.55%,-11.20%,10/31/2019,0%,5.60%,-2.29%,-0.23%,-0.69%,8/1/2019,0%,-1.14%,-1.19%,-1.14%,0.08%,5/2/2019,-8%,0.46%,-2.93%,1.65%,4.16%,1/31/2019,0%,1.78%,0.06%,3.17%,0.17%,10/30/2018,0%,-1.92%,4.00%,2.49%,-4.43%
DGX,Quest Diagnostics Incorporated,12/17/1996,1969,"12,914.5",1/30/2020,4%,4.17%,-2.72%,6.67%,0.33%,10/22/2019,3%,-4.64%,-2.61%,2.03%,1.89%,7/23/2019,3%,-4.65%,-0.24%,1.75%,-0.09%,4/23/2019,3%,-6.75%,6.62%,0.60%,1.22%,2/14/2019,-1%,0.64%,-1.14%,2.04%,1.25%,10/23/2018,0%,3.05%,-0.28%,3.12%,-8.30%
LDOS,"Leidos Holdings, Inc.",10/13/2006,1969,"12,780.1",2/18/2020,12%,7.35%,-0.44%,-17.40%,0.00%,10/29/2019,14%,-4.48%,1.12%,0.27%,1.40%,7/30/2019,4%,0.95%,2.59%,2.84%,-4.42%,4/30/2019,13%,1.06%,4.73%,2.48%,2.31%,2/19/2019,3%,4.45%,1.62%,-1.65%,-0.73%,10/25/2018,2%,-0.52%,3.67%,1.70%,-5.75%
STX,Seagate Technology PLC,12/11/2002,1978,"12,768.6",2/5/2020,3%,-2.73%,-1.19%,2.05%,-2.67%,11/1/2019,5%,3.81%,0.69%,0.47%,-2.98%,8/2/2019,3%,-1.01%,3.74%,7.83%,8.30%,4/30/2019,16%,-10.80%,-4.00%,-0.23%,-3.84%,2/5/2019,11%,11.18%,-0.28%,1.19%,-1.63%,11/2/2018,10%,-0.74%,-2.87%,1.34%,-7.93%
OXY,Occidental Petroleum Corporation,11/05/1984,1920,"12,765.9",2/28/2020,72%,-13.31%,-47.35%,0.00%,0.00%,11/5/2019,-70%,5.89%,-10.59%,0.96%,-2.04%,8/1/2019,4%,0.46%,-13.87%,-4.13%,1.06%,5/6/2019,15%,-7.64%,-6.01%,-5.85%,-2.90%,2/13/2019,7%,-5.16%,-0.89%,-2.31%,2.25%,11/6/2018,13%,-2.65%,-0.15%,-6.12%,-1.80%
HPE,Hewlett Packard Enterprise Co.,10/19/2015,1939,"12,703.1",3/4/2020,0%,-1.61%,-19.58%,0.00%,0.00%,11/26/2019,7%,-1.69%,-0.73%,-2.14%,-3.93%,8/28/2019,11%,-1.57%,10.59%,-3.33%,-2.29%,5/24/2019,17%,-4.34%,-3.09%,3.64%,-2.14%,2/22/2019,20%,-0.85%,-2.67%,-3.80%,2.29%,12/5/2018,6%,1.97%,-12.49%,4.78%,6.38%
OKE,"ONEOK, Inc.",11/05/1984,1906,"12,697.2",2/25/2020,0%,2.56%,-40.59%,-19.22%,0.00%,10/30/2019,-1%,1.97%,-0.67%,-0.97%,1.55%,7/31/2019,6%,-4.50%,1.17%,0.93%,2.04%,5/1/2019,10%,-4.48%,1.82%,-2.52%,-2.38%,2/26/2019,-6%,0.70%,3.77%,3.22%,-1.36%,10/31/2018,5%,-1.71%,-7.81%,0.21%,3.06%
FITB,Fifth Third Bancorp,11/05/1984,1974,"12,537.3",1/22/2020,34%,-6.24%,2.40%,-2.39%,-10.38%,10/22/2019,1%,4.22%,4.56%,-3.18%,-0.52%,7/23/2019,-9%,-1.22%,-2.73%,-7.58%,0.76%,4/23/2019,96%,2.67%,0.74%,-1.86%,0.33%,1/22/2019,0%,3.47%,-6.33%,1.92%,-3.62%,10/23/2018,-3%,-7.02%,7.06%,0.14%,-5.66%
WDC,Western Digital Corporation,11/05/1984,1970,"12,501.3",1/31/2020,7%,0.59%,0.79%,-4.85%,-30.35%,10/31/2019,10%,2.62%,-4.51%,-1.64%,6.93%,8/1/2019,0%,4.77%,0.84%,-0.90%,14.38%,4/30/2019,-63%,-3.90%,-9.08%,-9.33%,-12.26%,1/25/2019,-3%,-1.28%,6.46%,6.61%,-2.92%,10/26/2018,-1%,0.55%,-1.20%,8.48%,-11.93%
LNT,Alliant Energy Corp,11/05/1984,1981,"12,472.1",2/21/2020,3%,0.50%,8.01%,-11.46%,0.00%,11/7/2019,1%,-5.65%,2.97%,-1.99%,1.60%,8/2/2019,-9%,-0.38%,4.28%,0.34%,-3.63%,5/3/2019,3%,1.10%,4.65%,3.73%,-2.06%,2/22/2019,3%,1.45%,2.92%,1.07%,-5.04%,11/7/2018,1%,-1.10%,6.24%,4.56%,3.46%
VTR,"Ventas, Inc.", 9/19/1989,1983,"12,427.4",2/20/2020,-89%,-1.33%,-6.77%,-35.64%,0.00%,10/25/2019,-28%,-3.33%,-12.22%,-4.23%,-0.78%,7/26/2019,81%,-3.04%,10.23%,2.89%,-1.99%,4/26/2019,15%,-6.29%,5.10%,7.27%,-4.75%,2/8/2019,-51%,1.54%,-4.59%,-0.07%,2.19%,10/26/2018,-23%,7.40%,1.09%,5.99%,6.79%
ROL,"Rollins, Inc.",11/05/1984,1948,"12,396.6",1/29/2020,-7%,5.33%,1.61%,6.79%,7.87%,10/23/2019,-20%,2.04%,-2.69%,-5.98%,-6.28%,7/24/2019,-4%,2.10%,0.25%,0.00%,1.08%,4/24/2019,-7%,3.22%,-5.05%,2.76%,1.54%,1/23/2019,-4%,1.58%,-3.00%,4.22%,1.75%,10/24/2018,4%,0.26%,1.49%,3.71%,-4.53%
KEY,KeyCorp,11/05/1984,1958,"12,346.7",1/23/2020,-1%,-1.85%,-1.79%,0.46%,-13.60%,10/17/2019,3%,0.16%,1.27%,2.96%,1.22%,7/23/2019,-9%,-2.83%,-3.27%,-3.14%,-0.50%,4/18/2019,-8%,3.45%,4.16%,-2.69%,1.14%,1/17/2019,-5%,7.20%,-0.86%,2.58%,-2.22%,10/18/2018,1%,-3.09%,2.65%,0.56%,-1.61%
JKHY,"Jack Henry & Associates, Inc.",11/20/1985,1976,"12,344.3",2/5/2020,6%,3.46%,5.16%,4.81%,-2.48%,11/5/2019,11%,-1.76%,2.16%,0.14%,-6.13%,8/21/2019,3%,2.81%,2.48%,-1.53%,1.27%,5/1/2019,1%,2.07%,-1.85%,0.18%,0.57%,2/6/2019,4%,0.94%,-2.03%,0.39%,1.71%,11/7/2018,16%,-1.26%,-1.44%,-1.24%,1.05%
MLM,"Martin Marietta Materials, Inc.", 2/17/1994,1993,"12,331.0",2/11/2020,-5%,3.19%,-3.60%,-0.08%,-4.00%,10/29/2019,13%,-1.23%,-6.73%,3.77%,1.07%,7/30/2019,-3%,-0.68%,4.78%,1.46%,-1.37%,4/30/2019,106%,-0.31%,0.81%,-0.65%,0.71%,2/12/2019,-13%,0.95%,1.02%,-0.34%,3.62%,11/6/2018,3%,9.54%,1.70%,-1.66%,-1.37%
ATO,Atmos Energy Corporation,11/05/1984,1983,"12,308.6",2/5/2020,-1%,1.80%,-0.43%,3.44%,-9.41%,11/7/2019,7%,-6.16%,-0.81%,-2.89%,3.53%,8/8/2019,-3%,4.74%,2.05%,-3.84%,3.49%,5/8/2019,8%,4.36%,2.80%,1.58%,-2.27%,2/6/2019,4%,-2.45%,1.68%,1.20%,-0.33%,11/8/2018,16%,-6.37%,7.52%,1.03%,1.99%
KSU,Kansas City Southern,11/05/1984,1887,"12,269.8",1/17/2020,-1%,2.11%,5.32%,-0.54%,-3.23%,10/18/2019,8%,3.55%,-2.09%,3.18%,-1.10%,7/19/2019,2%,-5.23%,-0.28%,0.36%,3.53%,4/17/2019,7%,-0.47%,0.08%,-0.64%,-2.35%,1/18/2019,2%,4.46%,-6.52%,1.57%,0.11%,10/19/2018,0%,-5.43%,-1.03%,-3.11%,0.65%
CAG,"Conagra Brands, Inc.",11/05/1984,1919,"12,068.1",12/19/2019,11%,-3.77%,-1.27%,-4.63%,-1.89%,9/26/2019,11%,2.23%,-7.28%,-6.88%,0.02%,6/27/2019,-12%,-2.82%,5.43%,5.16%,1.69%,3/21/2019,5%,-1.48%,6.77%,8.83%,-3.05%,12/20/2018,19%,-2.29%,-11.03%,-7.19%,-0.91%,9/27/2018,-4%,-4.33%,12.10%,5.07%,-9.11%
BR,"Broadridge Financial Solutions, Inc.", 3/22/2007,1962,"11,902.8",1/31/2020,-25%,1.08%,-2.31%,-4.66%,-2.42%,11/6/2019,-2%,-1.26%,3.60%,-0.88%,-2.29%,8/1/2019,1%,-4.46%,2.06%,0.10%,-7.75%,5/7/2019,6%,3.21%,8.01%,4.40%,-1.42%,2/7/2019,-21%,0.20%,0.75%,-0.21%,-0.30%,11/6/2018,17%,-0.85%,-2.52%,0.18%,3.38%
DRE,Duke Realty Corporation, 2/06/1986,1972,"11,839.3",1/30/2020,80%,4.23%,0.43%,-2.31%,7.28%,10/31/2019,373%,4.14%,-2.48%,-0.99%,-3.71%,8/1/2019,47%,0.47%,3.15%,-1.60%,-6.03%,4/25/2019,32%,-1.19%,0.65%,2.50%,0.42%,1/31/2019,44%,4.77%,-0.11%,-3.01%,3.49%,10/25/2018,27%,4.77%,-3.19%,4.79%,0.54%
ULTA,Ulta Beauty Inc,10/25/2007,1990,"11,835.8",3/13/2020,4%,-8.58%,0.00%,0.00%,0.00%,12/6/2019,6%,0.34%,-6.32%,0.41%,5.56%,8/30/2019,-1%,2.52%,-7.80%,12.31%,-1.35%,5/31/2019,6%,-1.48%,1.29%,-3.47%,-0.11%,3/15/2019,1%,-0.88%,2.63%,-3.84%,0.48%,12/7/2018,1%,-5.22%,-0.75%,13.07%,1.83%
SJM,J.M. Smucker Company,11/05/1984,1897,"11,751.6",2/26/2020,6%,4.64%,8.63%,-2.41%,0.00%,11/22/2019,6%,-3.46%,-2.66%,-5.30%,-1.07%,8/27/2019,-9%,-0.50%,-0.31%,0.66%,0.57%,6/6/2019,7%,0.11%,-4.92%,-2.21%,-3.91%,2/26/2019,12%,-5.81%,-3.16%,11.98%,1.06%,11/28/2018,-6%,-2.87%,5.81%,-2.86%,5.39%
PXD,Pioneer Natural Resources Company,12/22/1987,1997,"11,712.7",2/20/2020,13%,1.06%,-6.55%,-40.41%,0.00%,11/5/2019,1%,6.05%,-6.19%,0.84%,9.16%,8/7/2019,7%,-10.03%,2.38%,-0.58%,4.65%,5/7/2019,12%,-12.02%,7.21%,-9.15%,1.34%,2/14/2019,-16%,0.37%,-1.24%,-6.40%,11.83%,11/7/2018,23%,-7.13%,0.90%,-6.57%,-3.85%
IFF,International Flavors & Fragrances Inc.,11/05/1984,1833,"11,643.6",2/13/2020,1%,-0.09%,-0.30%,0.11%,0.00%,11/5/2019,0%,2.29%,0.20%,2.44%,-15.14%,8/6/2019,0%,4.30%,-8.26%,0.33%,7.51%,5/7/2019,4%,0.95%,0.35%,5.95%,1.96%,2/14/2019,-6%,1.28%,-5.81%,-2.88%,2.96%,11/6/2018,3%,5.11%,-3.05%,-1.77%,0.88%
STE,STERIS Plc, 6/01/1992,2016,"11,559.2",2/11/2020,2%,-0.94%,9.04%,-0.28%,-6.17%,11/5/2019,5%,-2.47%,2.81%,1.59%,-5.73%,8/6/2019,11%,2.95%,-1.60%,-0.51%,-7.61%,5/14/2019,7%,0.39%,3.93%,3.09%,1.36%,2/12/2019,1%,1.64%,-2.01%,1.05%,2.60%,11/8/2018,1%,6.78%,0.07%,1.22%,-2.23%
J,Jacobs Engineering Group Inc.,11/05/1984,1947,"11,543.4",2/4/2020,1%,1.34%,3.47%,7.36%,-14.34%,11/25/2019,12%,-1.94%,-4.04%,0.34%,-0.21%,8/5/2019,13%,-3.52%,0.69%,6.85%,1.27%,5/7/2019,9%,-3.00%,-0.47%,4.54%,-2.83%,2/6/2019,8%,4.17%,6.72%,-1.37%,0.02%,11/20/2018,6%,-3.48%,-8.51%,2.15%,1.32%
GPC,Genuine Parts Company,11/05/1984,1928,"11,524.4",2/19/2020,4%,-1.28%,-2.64%,-11.18%,0.00%,10/17/2019,2%,-0.02%,2.34%,-0.83%,-1.02%,7/18/2019,-4%,-2.76%,-1.82%,-2.55%,-1.95%,4/18/2019,-2%,-1.08%,-4.54%,-1.16%,5.09%,2/19/2019,3%,3.94%,-1.20%,-2.25%,3.66%,10/18/2018,0%,0.98%,-1.92%,4.02%,1.12%
WAT,Waters Corporation,11/17/1995,1958,"11,466.9",2/4/2020,6%,-3.30%,-3.93%,3.74%,-11.49%,10/29/2019,0%,0.43%,-2.71%,2.82%,3.00%,7/30/2019,1%,0.93%,0.26%,0.07%,8.59%,4/23/2019,-7%,-5.06%,2.57%,-2.82%,1.38%,1/23/2019,9%,5.44%,-2.19%,-0.87%,2.48%,10/23/2018,1%,6.16%,8.17%,3.52%,-3.29%
DISCA,"Discovery, Inc. Class A", 7/06/2005,1982,"11,369.9",2/27/2020,6%,-5.28%,6.92%,2.74%,0.00%,11/7/2019,6%,-4.08%,2.90%,-1.79%,0.98%,8/6/2019,64%,-1.08%,-5.30%,-5.51%,-1.77%,5/2/2019,10%,2.47%,-3.52%,2.10%,1.37%,2/26/2019,-7%,-3.28%,-0.13%,-3.16%,2.14%,11/8/2018,-12%,5.02%,-3.82%,-7.08%,-2.49%
FMC,FMC Corporation,11/05/1984,1883,"11,369.4",2/6/2020,15%,3.87%,-1.09%,-4.26%,-2.74%,10/30/2019,16%,0.80%,4.27%,0.47%,0.21%,7/31/2019,1%,0.08%,1.55%,-1.50%,2.74%,5/7/2019,6%,-4.93%,-4.83%,7.00%,0.79%,2/12/2019,15%,4.53%,7.09%,-13.20%,-3.43%,11/6/2018,6%,1.43%,-2.02%,2.83%,-4.22%
KMX,"CarMax, Inc.", 2/04/1997,1993,"11,304.6",12/20/2019,-10%,-0.03%,-6.53%,8.93%,0.18%,9/24/2019,5%,0.35%,0.59%,7.04%,-1.29%,6/21/2019,7%,-0.07%,1.56%,-3.83%,3.75%,3/29/2019,9%,5.23%,4.13%,2.40%,3.70%,12/21/2018,9%,-3.69%,3.42%,-11.72%,-0.13%,9/26/2018,2%,-6.46%,-4.11%,3.91%,-5.83%
